0, 0, 19, 205, 16 
0, 0, 40, 205, 16 
0, 0, 49, 205, 16 
0, 0, 51, 205, 16 
0, 0, 52, 205, 16 
0, 0, 58, 205, 16 
0, 0, 61, 205, 16 
0, 0, 69, 205, 16 
0, 0, 70, 205, 16 
0, 1, 33, 205, 16 
0, 1, 51, 205, 16 
0, 1, 59, 205, 16 
0, 1, 61, 205, 16 
0, 1, 64, 205, 16 
0, 1, 65, 205, 16 
0, 1, 70, 205, 16 
0, 2, 11, 205, 16 
0, 2, 19, 205, 16 
0, 2, 41, 205, 16 
0, 2, 48, 205, 16 
0, 2, 64, 205, 16 
0, 2, 68, 205, 16 
0, 2, 71, 205, 16 
0, 3, 25, 205, 17 
0, 3, 48, 205, 17 
0, 3, 51, 205, 17 
0, 3, 60, 205, 17 
0, 3, 61, 205, 17 
0, 3, 64, 205, 17 
0, 3, 68, 205, 17 
0, 3, 70, 205, 17 
0, 4, 0, 205, 19 
0, 4, 16, 205, 17 
0, 4, 25, 205, 18 
0, 4, 41, 205, 17 
0, 4, 48, 205, 17 
0, 4, 49, 205, 18 
0, 4, 56, 205, 18 
0, 5, 5, 205, 17 
0, 5, 6, 205, 16 
0, 5, 7, 205, 16 
0, 5, 8, 205, 16 
0, 5, 9, 205, 16 
0, 5, 14, 205, 16 
0, 5, 20, 205, 17 
0, 5, 27, 205, 17 
0, 5, 40, 205, 17 
0, 5, 57, 205, 17 
0, 5, 71, 205, 17 
0, 6, 7, 205, 16 
0, 6, 10, 205, 16 
0, 6, 14, 205, 16 
0, 6, 25, 205, 18 
0, 6, 66, 205, 17 
0, 6, 67, 205, 18 
0, 7, 0, 205, 19 
0, 7, 3, 205, 19 
0, 7, 4, 205, 16 
0, 7, 5, 205, 17 
0, 7, 7, 205, 16 
0, 7, 20, 205, 17 
0, 7, 71, 205, 17 
0, 8, 5, 205, 17 
0, 8, 9, 205, 17 
0, 8, 45, 205, 17 
0, 8, 58, 205, 17 
0, 8, 62, 205, 18 
0, 9, 6, 205, 16 
0, 9, 14, 205, 17 
0, 9, 18, 205, 16 
0, 9, 38, 205, 16 
0, 9, 44, 205, 16 
0, 9, 45, 205, 16 
0, 9, 52, 205, 16 
0, 9, 54, 205, 17 
0, 9, 58, 205, 16 
0, 10, 0, 205, 16 
0, 10, 7, 205, 16 
0, 10, 8, 205, 17 
0, 10, 18, 205, 16 
0, 10, 39, 205, 16 
0, 10, 45, 205, 16 
0, 10, 52, 205, 16 
0, 10, 54, 205, 17 
0, 10, 58, 205, 16 
0, 11, 3, 205, 16 
0, 11, 5, 205, 16 
0, 11, 8, 205, 17 
0, 11, 10, 205, 17 
0, 11, 12, 205, 17 
0, 11, 21, 205, 17 
0, 11, 45, 205, 16 
0, 11, 61, 205, 16 
0, 12, 18, 205, 16 
0, 12, 21, 205, 16 
0, 12, 23, 205, 16 
0, 12, 27, 205, 19 
0, 12, 32, 205, 17 
0, 12, 55, 205, 17 
0, 13, 7, 205, 17 
0, 13, 8, 205, 19 
0, 13, 27, 205, 18 
0, 13, 53, 205, 16 
0, 13, 63, 205, 16 
0, 14, 5, 205, 18 
0, 14, 16, 205, 17 
0, 14, 21, 205, 16 
0, 14, 32, 205, 17 
0, 14, 53, 205, 17 
0, 15, 5, 205, 17 
0, 15, 8, 205, 19 
0, 15, 16, 205, 16 
0, 15, 17, 205, 16 
0, 15, 25, 205, 17 
0, 15, 35, 205, 18 
0, 15, 53, 205, 16 
0, 16, 7, 205, 17 
0, 16, 16, 205, 16 
0, 16, 17, 205, 16 
0, 16, 18, 205, 16 
0, 16, 21, 205, 16 
0, 16, 63, 205, 17 
0, 17, 5, 205, 18 
0, 17, 7, 205, 18 
0, 17, 10, 205, 19 
0, 17, 16, 205, 17 
0, 17, 63, 205, 18 
0, 19, 26, 205, 18 
0, 19, 31, 205, 18 
0, 19, 36, 205, 18 
0, 19, 37, 205, 18 
0, 19, 45, 205, 18 
0, 20, 2, 205, 16 
0, 20, 6, 205, 16 
0, 20, 25, 205, 16 
0, 20, 26, 205, 19 
0, 20, 37, 205, 16 
0, 21, 1, 205, 18 
0, 21, 7, 205, 17 
0, 21, 8, 205, 19 
0, 21, 25, 205, 17 
0, 21, 37, 205, 17 
0, 22, 27, 205, 19 
0, 22, 43, 205, 19 
0, 22, 45, 205, 16 
0, 22, 46, 205, 19 
0, 22, 47, 205, 16 
0, 23, 2, 205, 17 
0, 23, 10, 205, 18 
0, 23, 18, 205, 16 
0, 23, 40, 205, 17 
0, 23, 63, 205, 17 
0, 24, 6, 205, 19 
0, 24, 9, 205, 18 
0, 24, 12, 205, 17 
0, 24, 16, 205, 17 
0, 24, 21, 205, 16 
0, 24, 48, 205, 16 
0, 24, 69, 205, 16 
0, 25, 10, 205, 18 
0, 25, 12, 205, 16 
0, 25, 13, 205, 16 
0, 25, 18, 205, 16 
0, 25, 54, 205, 17 
0, 25, 55, 205, 17 
0, 26, 2, 205, 18 
0, 26, 5, 205, 17 
0, 26, 8, 205, 19 
0, 26, 9, 205, 17 
0, 26, 18, 205, 16 
0, 26, 32, 205, 18 
0, 26, 54, 205, 17 
0, 26, 63, 205, 17 
0, 27, 7, 205, 19 
0, 27, 45, 205, 16 
0, 27, 62, 205, 18 
0, 27, 63, 205, 18 
0, 27, 69, 205, 16 
0, 28, 0, 205, 16 
0, 28, 8, 205, 16 
0, 28, 13, 205, 16 
0, 28, 18, 205, 16 
0, 28, 23, 205, 16 
0, 28, 53, 205, 16 
0, 28, 54, 205, 16 
0, 28, 70, 205, 16 
0, 29, 6, 205, 17 
0, 29, 7, 205, 17 
0, 29, 16, 205, 17 
0, 29, 22, 205, 17 
0, 29, 55, 205, 17 
0, 30, 2, 205, 17 
0, 30, 8, 205, 17 
0, 30, 14, 205, 17 
0, 30, 23, 205, 17 
0, 30, 25, 205, 16 
0, 30, 63, 205, 17 
0, 31, 0, 205, 16 
0, 31, 13, 205, 16 
0, 31, 14, 205, 16 
0, 31, 15, 205, 16 
0, 31, 18, 205, 16 
0, 31, 55, 205, 16 
0, 32, 0, 205, 17 
0, 32, 16, 205, 16 
0, 32, 22, 205, 16 
0, 32, 47, 205, 16 
0, 32, 55, 205, 18 
0, 32, 59, 205, 16 
0, 32, 62, 205, 18 
0, 33, 2, 205, 16 
0, 33, 14, 205, 16 
0, 33, 16, 205, 16 
0, 33, 46, 205, 16 
0, 33, 58, 205, 17 
0, 33, 62, 205, 18 
0, 33, 63, 205, 18 
0, 34, 10, 205, 17 
0, 34, 12, 205, 18 
0, 34, 13, 205, 18 
0, 34, 15, 205, 16 
0, 34, 31, 205, 16 
0, 34, 38, 205, 16 
0, 34, 39, 205, 16 
0, 34, 45, 205, 16 
0, 34, 46, 205, 16 
0, 34, 63, 205, 18 
0, 35, 0, 205, 17 
0, 35, 5, 205, 17 
0, 35, 6, 205, 19 
0, 35, 8, 205, 19 
0, 35, 18, 205, 16 
0, 35, 27, 205, 17 
